Dustin,Knight,2023-08-12 0:00:00,General Electric Company,Aditionals,LinkedIn,Water Quality Scientist,Commerce Chamber,About Me,Learning | Research | Academics,,Entrepreneurship | Mentoring | Business Strategy,Engineering | Technology Generator | Finances,Double-Thumbs Up,Yes,Yes,Local Community Projects,Sports Teams and Associations,About the Organization,Organize a Local Trade Show,Develop Workforce Skills,Urban Planners,Influence Policy for Business Growth,"Pioneered a diversity and inclusion program, leading to a more inclusive workplace and a 15% increase in employee satisfaction.",Investment Strategies,Property Investors,Implement Water-Saving Practices
Michelle,Stone,2023-12-06 0:00:00,Dell Technologies Inc.,Aditionals,Google,Engineer and Communications Specialist,Organization,,Cibersecurity | Diversity & Inclusion | Branding,,Consumer Industry | Consulting | E-Commerce,Design & UX | Education & Training | Science,Thumb Down,Yes,Yes,E-commerce and Online Services,Energy Sector Companies,About the Organization,Create a New Member Onboarding Guide,Create a Local Business Incubator,Musicians,Support Innovation and Entrepreneurship,Impact Story,STEM Education,Historians,Strengthen Retail Business
Jessica,Gonzalez,2023-12-06 0:00:00,Visa Inc.,,Social Network Logging,Psychotherapist,Organization,,Design & UX | Corporate Responsability | Education & Training,,Public Speaker | Cofounder | Technical Research,Technologist | Education & Training | Story Teller,Double-Thumbs Up,No,Human Coded (Manual Validation),Certification and Training Courses,Local Media Outlets,,Facilitate Business-to-Business Discounts,Increase Cultural Activities,Cultural Organizations,Empower Women in Business,Established key performance indicators (KPIs) that allowed the company to measure and achieve significant improvements in various area,Nutritional Education,First Responders,Goals
Nathan,Doe,2023-12-01 0:00:00,Berkshire Hathaway Inc.,,Google,Hotel Manager,Commerce Chamber,About Me,Profesional Development | Leadership | Sustainability,Tags Description,Real State | Branding | Marketing,Marketing | Science | International Business,Thump Down,Archive Member,No,Public Relations,Pharmaceutical Companies,,Start a Chamber Blog,Develop Child Care Programs,Health Food Stores,Support Working Families,I was selected nationally for synchronized swimming in the 2016 Olympics.,Sustainable Energy Solutions,Care Providers,Goals
Clifford,Lewis,2023-12-12 0:00:00,Walmart Inc.,,Google,Professor Emeritus,Commerce Chamber,About Me,Learning | Research | Academics,,Research | Innovation | Book Clubs,Science | International Business | Marketing,Double-Thumbs Up,Yes,Yes,Effective Leadership,Art and Design Communities,About the Organization,Organize a Local Trade Show,Foster Sustainable Practices,Create Climate Change Investment,Enhance Our Sporting Facilities,"Successfully managed a crisis communication strategy during a public relations crisis, preserving the company's reputation and stakeholder trust.",Job Placement,Female Scientists,Strengthen Financial Services
David,Avery,2023-12-09 0:00:00,Company,Aditionals,LinkedIn,Sports Administrator,Commerce Chamber,About Me,Learning | Research | Academics,Tags Description,Mental Health | Sales | Investment,Management | Technology Generator | Digital Marketing,Thumb Down,Archive Member,No,Public Relations,IT Service Providers,,Launch a Chamber Mobile App,Strengthen Advocacy Impact,HR Firms,Join Our Green Initiative,"In 2015, I launched a campaign against breast cancer, through which we raised around one million dollars, ultimately saving 20 women from dying.",Market Research,Historians,Grow Member Count
Nathan,Green,2023-12-05 0:00:00,Chevron Corporation,,LinkedIn,Job Title,Organization,,AI & Machine Learning | Education | Mental Health,,Sustainability | Sales | Investment,Mentoring | Public Speaking | Coaching,Double-Thumbs Up,No,Yes,Tourism Promotion,Nonprofit Organizations,,Launch New Member Welcome Program,Promote Green Building Practices,Small Retailers,"Shop Local, Support Community","Initiated and executed a community outreach program that positively impacted the lives of underprivileged individuals, fostering goodwill for the company",Investment Strategies,Aspiring Entrepreneurs,Increase Female Representation in STEM
Christopher,Rocha,2023-12-08 0:00:00,"Nike, Inc.",Aditionals,Social Network Logging,Forensic Psychologist,Commerce Chamber,About Me,Social Media | Marketing | Innovation,Tags Description,Lawer | Professor | Investment,Research | Management | Coaching,Double-Thumbs Up,Archive Member,Human Coded (Manual Validation),A Key Organizational Need,Small Business Entrepreneurs,,Launch a Small Business Support Initiative,Develop Workforce Skills,Healthcare Advocates,Save Every Drop,I was selected nationally for synchronized swimming in the 2016 Olympics.,Performance Venues,Art Collectors,Increase Female Representation in STEM
Katrina,Palmer,2023-12-03 0:00:00,JPMorgan Chase & Co.,,Google,Contractor,Organization,,Sustainability | Health & Wellness | Diversity & Inclusion,Tags Description,Education & Training | Mentoring | Branding,Marketing | Branding | Design & UX,Double-Thumbs Up,No,No,Member Feedback and Surveys,Energy Sector Companies,,Conduct Member Satisfaction Survey,Promote Local Tourism,Cultural Heritage Groups,Bring Art to Life,Established key performance indicators (KPIs) that allowed the company to measure and achieve significant improvements in various area,Job Placement,Cybersecurity Experts,Support Youth Development
Tara,Scott,2023-12-05 0:00:00,Pfizer Inc.,Aditionals,LinkedIn,Contractor,Commerce Chamber,About Me,Cibersecurity | Diversity & Inclusion | Branding,Tags Description,Networking | Mentorship | Mental Health,Business | Technologist | Web Design,Thump Down,Archive Member,Yes,Public Relations,Construction Firms,About the Organization,Host Industry Specific Roundtables,Foster Sustainable Practices,Authors,Join Our Green Initiative,"Every six months, our company dedicates an advertising campaign to raising awareness about addictions.",Team Building,Pet Lovers,Enhance Disaster Preparedness
First Name,Luna,2023-12-04 0:00:00,Kimberly-Clark Corporation,Aditionals,LinkedIn,Commercial Art Gallery Manager,Organization,,Networking | Career Advancement | Education & Training,Tags Description,Compliance | Technology | Cibersecurity,Content Creation | Sales | International Business,Rating,Yes,Human Coded (Manual Validation),Cultural and Social Events,Local Chambers of Commerce,About the Organization,Enhance Public Relations Efforts,Improve Public Transportation,HR Firms,Support Innovation and Entrepreneurship,"In 2019, we were honored to receive an award, recognizing us as one of the 10 best insurers. Thanks to our mission and vision, we consistently maintain a national ranking",IoT Solutions,Retirees,Strengthen Local Media
Jessica,Griffith,2023-12-02 0:00:00,Volkswagen AG,Aditionals,Social Network Logging,Production Manager,Organization,,Diversity & Inclusion | Trends | Social Media,Tags Description,Sustainability | Sales | Investment,Business | Technologist | Web Design,Thumb Down,Archive Member,Human Coded (Manual Validation),Workforce Development,Trade Unions,About the Organization,Host Networking Events,Support Local Journalism,Open To,Rediscover the Joy of Reading,"I implemented a training program on diversity, equity, and inclusion, resulting in increased cultural competence within the organization.",Recreation Programs,Pet Lovers,Help Startups Thrive
Karen,Richards,2023-12-07 0:00:00,Company,,LinkedIn,Applications Developer,Commerce Chamber,,Networking | Professional Development | Leadership,,Professional Development | Social Media | Sales,Web Design | Content Creation | Science,Thump Down,Yes,Human Coded (Manual Validation),E-commerce and Online Services,Professional Associations,,Start a Chamber Member Survey,Improve Public Parks and Recreation,Youth Organizations,Construct a Greener Future,"Since my arrival at the organization, I have maintained an employee turnover rate of less than 10%.",Eco-friendly Practices,Retirees,Improve Library Accessibility
April,Sutton,2023-12-06 0:00:00,Intel Corporation,,Google,Systems Engineer,Organization,,Trends | Social Medial | E-Commerce,Tags Description,Technology | Trends | Innovation,Technology Advocate | Branding | International Business,Thumb Down,Archive Member,No,Feedback Mechanisms,Technology Innovators,About the Organization,Establish a Business Mentorship Scheme,Foster Green Gardening Practices,Animal Shelters,Innovate for a Better Tomorrow,"Developed and implemented a cybersecurity strategy, safeguarding the company against potential cyber threats and ensuring data integrity.",Job Placement,Food Entrepreneurs,Promote Sustainable Farming
Mariah,Knight,2023-12-07 0:00:00,Intel Corporation,,Social Network Logging,"Presenter, Broadcasting",Commerce Chamber,About Me,Cibersecurity | Diversity & Inclusion | Branding,Tags Description,Entrepreneurship | Mentoring | Business Strategy,Design & UX | Science | Education & Training,Rating,Yes,No,Collaboration with Local Businesses,Small Business Entrepreneurs,,Launch a Member-Only Online Forum,Promote Renewable Energy Use,Water Management Authorities,Support Local Agriculture,"I implemented a diversity and inclusion program in the company, leading to better ideas and greater profits",Leadership Development,Food Entrepreneurs,Revitalize Public Spaces
Louis,Ruiz,2023-12-04 0:00:00,Citigroup Inc.,,LinkedIn,Forensic Psychologist,Commerce Chamber,,Public Speaking | Mentorship | Consulting,Tags Description,Investment | E-Commerce | Sustainability,Accounting | Storie Teller | Manager,Rating,No,No,Staff Training and Development,Entertainment Industry Professionals,,Publish a Monthly Newsletter,Improve Public Transportation,Industrial Associations,Collaborate for Retail Excellence,Developed and implemented a training program that enhanced employee skills and led to a notable increase in team productivity.,Retail Promotion,Energy Innovators,Increase Female Representation in STEM
Billy,Sutton,2023-12-09 0:00:00,The Coca-Cola Company,,Social Network Logging,Art therapist,Commerce Chamber,,Corporate Responsability | Branding | Compliance,,Lawer | Professor | Investment,Soft Skills | Technologist | Technology Generator,Double-Thumbs Up,Archive Member,Human Coded (Manual Validation),Advocacy and Public Policy,Telecommunications Companies,About the Organization,Develop a Member Referral Program,Develop a Local Art Gallery,Artisan Cooperatives,Support Working Families,I developed and executed a crisis communication plan that effectively managed the impact of a high-profile legal challenge on the company's reputation,R&D Funding,Educators,Promote Arts and Culture
Eric,Ruiz,2/9/2023,Bank of America Corporation,Aditionals,LinkedIn,Chartered Loss Adjuster,Organization,About Me,Social Media | Content Creation | Ecomonomics,Tags Description,Business Strategy | Management | Leadership,Finances | Mentoring | Marketing,Rating,Archive Member,No,Advocacy and Public Policy,Local Media Outlets,,Launch a Member-Only Online Forum,Improve Public Transportation,Urban Planners,Expand Your Global Reach with Us,"I implemented a diversity and inclusion program in the company, leading to better ideas and greater profits",Nutritional Education,Educators and Trainers,Enhance Disaster Preparedness
Jessica,Gonzalez,2023-12-04 0:00:00,Company,,Google,Chartered Loss Adjuster,Organization,,Compliance | Economics | Remote Work,,Mental Health | Sales | Investment,Accounting | Storie Teller | Manager,Thump Down,Yes,Human Coded (Manual Validation),Networking Opportunities,International Business Partners,,Enhance Website Functionality,Promote Bicycle-Friendly Initiatives,Local Farmers,Secure Our Digital Future,I have established an association aimed at providing support for individuals with HIV within the LGBT community.,Health Programs,Health Practitioners,Boost Local Music Industry
Clifford,Rubio,2023-12-01 0:00:00,Wells Fargo & Company,Aditionals,Social Network Logging,Musician,Commerce Chamber,About Me,Networking | Career Advancement | Education & Training,Tags Description,Industrial Maintenance | Automotive Consultancy | Data Analysis,Content Creation | Couching | Mentoring,Thumb Down,Archive Member,Yes,Staff Training and Development,Hospitality Industry Leaders,About the Organization,Start a Chamber Blog,Enhance Retail Sector,Musicians,Shape the Future of Our Cityscape,I developed and executed a crisis communication plan that effectively managed the impact of a high-profile legal challenge on the company's reputation,Gardening Knowledge,Athletes and Coaches,Encourage Sustainable Construction
Paula,Miller,2023-12-04 0:00:00,Sony Corporation,Aditionals,LinkedIn,Conservation Officer,Commerce Chamber,,Cibersecurity | Diversity & Inclusion | Branding,Tags Description,Health & Wellness | Business Strategy | Education & Training,Technology Generator | Accounting | Data Analytics,Thumb Down,Archive Member,No,Diversity and Inclusion,E-commerce Businesses,,Start a Chamber Podcast,Promote Bicycle-Friendly Initiatives,Construction Companies,Become a Part of Our Growing Community,"Championed a mentorship program within the organization, facilitating professional development and knowledge sharing among employees.",Training Materials,Art Collectors,Showcase Local Art
Christine,Sutton,2023-12-08 0:00:00,General Electric Company,Aditionals,LinkedIn,CEO Investment Operations,Commerce Chamber,About Me,Corporate Responsability | Branding | Compliance,,Sales | Investment | Career Advancement,Finances | Mentoring | Marketing,Thump Down,Archive Member,Yes,Research and Reporting,Consumer Goods Manufacturers,,Create an Economic Impact Report,Improve Public Transportation,Emergency Services,Value Experience and Wisdom,"Introduced a new product or service that significantly contributed to the company's revenue growth, achieving a 50% increase in sales within the first year.",Reporting Resources,Energy Innovators,Provide Elderly Care Services
Dustin,Gonzalez,2023-12-09 0:00:00,Volkswagen AG,Aditionals,Google,Armed Forces Training and Education Officer,Commerce Chamber,About Me,Entrepreneurship | Education & Training | Career Advancement,Tags Description,Front End Developer | Researcher | Teachnology,Data Analytics | Soft Skills | Story Teller,Thumb Down,No,No,Customer Relationship Management (CRM),Industry Leaders,About the Organization,Launch a Small Business Support Initiative,Foster Local Music Scene,Film Makers,Preserve Our History,"We undertook a reforestation initiative in the White River forest, planting 200 thousand pine trees",Sustainable Building,Environmentalists,Goals
Stephanie,Moss,2023-12-02 0:00:00,JPMorgan Chase & Co.,Aditionals,Google,Careers Information Officer,Commerce Chamber,,Cibersecurity | AI & Machine Learning | Diversity & Inclusion,,Trends | Social Media | AI & Machine Learning,Research | Design & UX | Data Analytics,Thump Down,Archive Member,No,Youth Engagement Programs,Local Media Outlets,,Boost Membership Sign-ups,Cultivate Entrepreneurial Ecosystem,Women's Organizations,Save Every Drop,I developed and executed a crisis communication plan that effectively managed the impact of a high-profile legal challenge on the company's reputation,Caregiving Resources,Transport Authorities,Transition to Green Energy
John,Moss,2023-12-02 0:00:00,Hewlett-Packard Enterprise,Aditionals,Social Network Logging,Quality Manager,Organization,About Me,Compliance | Branding | International Business,Tags Description,Fitness | Health Care | Sustainability,Marketing | Science | International Business,Thump Down,Archive Member,Human Coded (Manual Validation),Economic Development Initiatives,Healthcare Providers,About the Organization,Promote Member Businesses on Social Media,Boost Food and Beverage Industry,Local Farmers,Shape the Future of Our Cityscape,"I curated an art exhibition that showcased emerging talents, contributing to the discovery and recognition of several artists in the industry.",IT Infrastructure,Who Do You Want To Connect With?,Enhance Disaster Preparedness
Patricia,Bond,2023-12-08 0:00:00,Morgan Stanley,,Social Network Logging,Careers Information Officer,Organization,About Me,Networking | Leadership | Entrepreneurship,Tags Description,Trends | Diversity & Inclusion | Sustainability,Technology Generator | Science | Engineering,Thump Down,Yes,No,Chamber Accreditation,Agricultural Leaders,About the Organization,Host Industry Specific Roundtables,Promote Green Building Practices,Open To,Collaborate for Retail Excellence,"I curated an art exhibition that showcased emerging talents, contributing to the discovery and recognition of several artists in the industry.",Policy Research,Potentital Customers,Foster Local Sports
Mariah,Luna,2023-12-02 0:00:00,Royal Dutch Shell plc,Aditionals,Social Network Logging,Forensic Psychologist,Commerce Chamber,,Mental Health | Health & Wellness | Susteinability,,Public Speaking | Business Strategy | Innovation,Data Analytics | Design & UX | Science,Thumb Down,Yes,No,Collaboration with Local Businesses,Environmental Advocacy Groups,,Implement a CRM System,Increase Cultural Activities,Transport Companies,Save Every Drop,"I engineered a software solution that streamlined business operations, resulting in a 30% increase in overall productivity for the organization",Family Support Services,Energy Entrepreneurs,Boost Local Economy
Bruce,Stone,3/9/2023,Kimberly-Clark Corporation,Aditionals,Social Network Logging,Business Manager,Organization,,Health & Wellness | Diversity & Inclusion | Trends,,Social Media | Diversity & Inclusion | Mentorship,Data Analytics | Soft Skills | Story Teller,Thumb Down,No,Human Coded (Manual Validation),Environmental Initiatives,E-commerce Businesses,About the Organization,Organize a “Shop Local” Campaign,Develop Real Estate Market,Industrial Associations,Join Us In Shapping the Future,"Every six months, our company dedicates an advertising campaign to raising awareness about addictions.",Emergency Plans,Educators,Strengthen Local Media
Phillip,Martinez,2023-12-04 0:00:00,LG Electronics Inc.,Aditionals,LinkedIn,Chartered Loss Adjuster,Commerce Chamber,About Me,International Business | E-Commerce | Education & Training,Tags Description,Career Advancement | Design & UX | Innovation,Public Speaking | Marketing | Finances,Thump Down,Yes,Yes,Economic Development Initiatives,Consumer Goods Manufacturers,,Conduct Workshops on Export Opportunities,Promote Vegan and Vegetarian Options,Animal Shelters,Build the Smart City of Tomorrow,"Successfully negotiated a major business deal, resulting in a strategic partnership that significantly expanded the company's market reach",Family Support Services,Urban Planners,Promote Environmental Responsibility
Derrick,Lewis,2023-12-02 0:00:00,Morgan Stanley,Aditionals,LinkedIn,Pensions Consultant,Organization,About Me,Remote Work | Compliance | Technology,Tags Description,Entrepreneurship | Mentoring | Business Strategy,Public Speaking | Education | Research,Thumb Down,Archive Member,Human Coded (Manual Validation),Public Relations,Energy Sector Companies,About the Organization,Enhance Website Functionality,Develop Real Estate Market,Water Management Authorities,Improve Healthcare Systems,"In high school, I wrote a literature book titled The mysteries of Ana, which won a national award",Policy Research,Readers,Boost Local Music Industry
Stephanie,Rubio,2023-12-09 0:00:00,The Coca-Cola Company,,Social Network Logging,Insurance Underwriter,Commerce Chamber,,Networking | Leadership | Entrepreneurship,Tags Description,Sales | Investment | Career Advancement,Content Creation | Web Design | Story Teller,Rating,Yes,Human Coded (Manual Validation),Public Relations,Academic Researchers,About the Organization,Enhance Website Functionality,Develop Smart City Initiatives,Artists,Influence Policy for Business Growth,"Took the lead in a major rebranding effort, revitalizing the company's image and attracting a new demographic of customers",Performance Venues,Female Entrepreneurs,Create Jobs for Elderly
Hannah,Mccarty,2023-12-08 0:00:00,Kimberly-Clark Corporation,Aditionals,Google,Publishing Manager,Commerce Chamber,,Design & UX | Corporate Responsability | Education & Training,,Education & Training | Mentoring | Branding,Public Speaking | Marketing | Finances,Thumb Down,Yes,Human Coded (Manual Validation),Tourism Promotion,Local Business Owners,,Conduct a Local Market Analysis,Promote Green Building Practices,Animal Shelters,Construct a Greener Future,"Established a crisis response team and protocol, effectively mitigating the impact of a natural disaster on company operations",Production Efficiency,Local Artisans,Modernize Transportation
Nathan,Wilson,2023-12-02 0:00:00,Dell Technologies Inc.,,LinkedIn,Chartered Accountant,Organization,,Innovation | Education & Training | Research,,Public Speaker | Cofounder | Technical Research,Content Creation | Web Design | Story Teller,Thump Down,Yes,Yes,Workforce Development,Target Connection for the Organization,,Develop a Member Referral Program,Promote Bicycle-Friendly Initiatives,Artists,Collaborate for Retail Excellence,"I implemented an artificial intelligence system that optimized manufacturing processes, reducing production costs and minimizing errors.",Agricultural Tech,Export/Import Businesses,Improve Online Services
Jeffrey,Tyler,2023-12-02 0:00:00,The Coca-Cola Company,,LinkedIn,Civil Service fast streamer,Organization,,Book Clubs | Economics | Corporate Responsability,,Technology | Innovation | AI & Machine Learning,Web Design | Content Creation | Science,Thumb Down,Archive Member,No,Member Feedback and Surveys,Trade Unions,About the Organization,Publish a Monthly Newsletter,Promote Vegan and Vegetarian Options,Authors,Construct a Greener Future,Designed and executed a customer feedback program that led to product improvements and a 25% increase in customer retention,Transit Solutions,Art Collectors,Improve Library Accessibility
Nathan,Ruiz,2023-08-12 0:00:00,Microsoft Corporation,Aditionals,Social Network Logging,Ophthalmologist,Commerce Chamber,,Cibersecurity | AI & Machine Learning | Diversity & Inclusion,,Front End Developer | Researcher | Teachnology,Technology Generator | Accounting | Data Analytics,Double-Thumbs Up,No,Yes,Volunteer Management,Startup Founders,About the Organization,Launch a Member-Only Online Forum,Foster Local Music Scene,Cycling,Shape the Future of Our Cityscape,"Led a team in the successful implementation of a technology upgrade, improving operational efficiency and reducing downtime.",Training Programs,Shop Owners,Implement Water-Saving Practices
Tara,Little,2023-12-02 0:00:00,Airbus SE,,LinkedIn,Hotel Manager,Commerce Chamber,,Compliance | Economics | Remote Work,,Professional Development | Mental Health | Social Media,E-Commerce | Accounting | Sales,Thumb Down,No,Yes,Member Feedback and Surveys,Transportation Companies,About the Organization,Organize a “Shop Local” Campaign,Increase Cultural Activities,Industrial Associations,Enrich Our Cultural Landscape,Designed and executed a customer feedback program that led to product improvements and a 25% increase in customer retention,Investment Strategies,Health Practitioners,Support Youth Development
Eric,Wilson,2023-12-01 0:00:00,Johnson & Johnson,Aditionals,LinkedIn,Forensic Psychologist,Commerce Chamber,About Me,Book Clubs | Economics | Corporate Responsability,,Developer | Mental Health | Content Creation,Coaching | Technology Advocate | Science,Thump Down,No,Human Coded (Manual Validation),Educational Programs and Workshops,Marketing Agencies,,Launch a Member Recognition Program,Promote Local Tourism,Transport Companies,Secure Our Digital Future,"Initiated and executed a community outreach program that positively impacted the lives of underprivileged individuals, fostering goodwill for the company",Policy Research,Pet Lovers,Implement Water-Saving Practices
Jason,Bond,2023-12-07 0:00:00,Dell Technologies Inc.,Aditionals,Google,Chiropodist,Commerce Chamber,About Me,Social Media | Content Creation | Ecomonomics,Tags Description,Public Speaking | Business Strategy | Innovation,Soft Skills | Technologist | Technology Generator,Single-Thumb Up,Yes,Yes,Member-Exclusive Offers and Discounts,Startup Founders,About the Organization,Develop a Local Tourism Promotion Plan,Keep Branding Ratio,Energy Companies,Collaborate in Workforce Development,"Introduced a new product or service that significantly contributed to the company's revenue growth, achieving a 50% increase in sales within the first year.",Consumer Research,Artists and Performers,Promote Local Filmmaking
Billy,Stone,2023-12-02 0:00:00,Verizon Communications Inc.,,Google,Hotel Manager,Commerce Chamber,,Compliance | Provesional Development | Leadership,,Public Speaker | Cofounder | Technical Research,UX Designer | Public Speaking | Education & Training,Single-Thumb Up,No,Yes,Effective Leadership,Trade Unions,About the Organization,Develop Community Service Initiatives,Expand Membership Base,Women's Organizations,Elevate Culinary Experiences,Developed and implemented a sustainability initiative that reduced the company's carbon footprint by 40% in one year.,Public Relations,Parents,Transition to Green Energy
Stephanie,Allen,2023-12-06 0:00:00,General Motors Company,,Google,Chiropodist,Commerce Chamber,About Me,Research | AI & Machine Learning | Career Advancement,,Economics | Branding | Education & Training,Maths | Mentoring | Web Design,Double-Thumbs Up,Yes,No,Business Intelligence Tools,Trade Unions,About the Organization,Implement Online Membership Renewal,Enhance Financial Services,Foreign Chambers,Influence Policy for Business Growth,I developed and executed a crisis communication plan that effectively managed the impact of a high-profile legal challenge on the company's reputation,Consumer Research,Healthcare Reformists,Nurture Startups
Stephanie,Daniel,2023-12-06 0:00:00,"Goldman Sachs Group, Inc.",,Social Network Logging,Museum/Gallery Conservator,Organization,About Me,Content Creation | Public Speaking | Social Media,Tags Description,Fitness | Health Care | Sustainability,Marketing | Branding | Design & UX,Thump Down,Archive Member,Human Coded (Manual Validation),Crisis Management Plan,Textile Manufacturers,,Run a Member Feature Spotlight Series,Enhance Digital Presence,Family Services,Support Working Families,I have been selected for an investigation in Switzerland regarding the 2019 financial crisis and have won the award for the best academic essay,Top Needs,Retail Business Owners,Foster Local Sports
Eric,Griffith,2023-12-10 0:00:00,"Netflix, Inc.",Aditionals,LinkedIn,Careers Information Officer,Organization,,Mentorship | Consulting | Content Creation,Tags Description,Cofounder | Coaching | Investment,Soft Skills | Technologist | Technology Generator,Rating,No,Yes,Government Relations,Local Chambers of Commerce,About the Organization,Develop a Local Tourism Promotion Plan,Boost Local Film Industry,Tech Innovators,Value Experience and Wisdom,I implemented a mental health program at work and managed to help more than 30 coworkers.,Craft Training,Health-conscious Consumers,Foster Local Sports
Paula,Mcclure,2023-12-02 0:00:00,Intel Corporation,,Social Network Logging,Financial Manager,Organization,,Learning | Research | Academics,,Economics | Branding | Education & Training,Business | Technologist | Web Design,Thumb Down,Yes,Yes,Grants and Funding Applications,Legal Experts,About the Organization,Enhance Public Relations Efforts,Foster Local Music Scene,Transport Companies,Empower Women in Tech,I contributed to the development of a cutting-edge medical device that improved patient outcomes and revolutionized the standard of care,Infrastructure Development,Agri-businesses,Provide Accessible Child Care
Stephanie,Avery,2023-12-08 0:00:00,LG Electronics Inc.,,Google,Science Writer,Commerce Chamber,About Me,Research | Education & Training | Remote Work,Tags Description,Public Speaking | Cibersecurity | Mentorship,Soft Skills | Technologist | Technology Generator,Thump Down,No,Human Coded (Manual Validation),Online Presence,Import/Export Businesses,About the Organization,Strengthen Local Business Partnerships,Develop Senior Care Programs,Technology Partnerships,Support Working Families,"I curated an art exhibition that showcased emerging talents, contributing to the discovery and recognition of several artists in the industry.",Nutritional Education,Educators and Trainers,Strengthen Retail Business
Deborah,Burton,2023-12-07 0:00:00,"Tesla, Inc.",,LinkedIn,Information Systems Manager,Commerce Chamber,,Public Speaking | Mentorship | Consulting,,Branding | Real State | Public Speaking,Finance | Education | Maths,Rating,No,Human Coded (Manual Validation),Mobile App Development,Local Media Outlets,About the Organization,Launch a Member Recognition Program,Advocate for Healthcare Reform,Cultural Heritage Groups,Enhance Community Spaces,"I led a team in the successful launch of a new product line, contributing to the company's expansion into international markets",Strategic Planning,Parents,Create Jobs for Elderly
Jessica,Scott,2023-12-05 0:00:00,General Electric Company,,Social Network Logging,Systems Analyst,Commerce Chamber,,Cibersecurity | AI & Machine Learning | Diversity & Inclusion,,Consulting | Content Creation | Entrepreneurship,Business | Technologist | Web Design,Single-Thumb Up,Archive Member,Human Coded (Manual Validation),Member-Exclusive Offers and Discounts,Local Business Owners,,Promote Member Businesses on Social Media,Expand Membership Base,Transport Companies,Empower the Next Generation,"Established a crisis response team and protocol, effectively mitigating the impact of a natural disaster on company operations",Nutritional Education,Health Practitioners,Goals
Jason,Warner,4/9/2023,Company,Aditionals,Google,Business Manager,Commerce Chamber,About Me,International Business | Economics | Remote Work,,Consumer Industry | Consulting | E-Commerce,Content Creation | Sales | International Business,Rating,Yes,No,Advocacy and Public Policy,Real Estate Developers,,Enhance Website Functionality,Foster Artisan and Craftsmanship,Elderly Care Services,Support Our Seniors,I helped sales teams increase their sales by up to 25% during the pandemic,Public Relations,Historians,Strengthen Financial Services
Matt,Morris,5/9/2023,Wells Fargo & Company,,Social Network Logging,Quality Manager,Organization,About Me,Research | AI & Machine Learning | Career Advancement,Tags Description,Compliance | Technology | Cibersecurity,Management | Public Speaking | Soft Skills,Thumb Down,Archive Member,No,Financial Management,Tourism Boards,,Host Networking Events,Advance Digital Literacy,Tech Startups,Collaborate for Retail Excellence,"Pioneered a diversity and inclusion program, leading to a more inclusive workplace and a 15% increase in employee satisfaction.",Conservation Strategies,Pet Lovers,Increase Workforce Capability
Jason,Last Name,2023-12-12 0:00:00,The Coca-Cola Company,Aditionals,Google,LGBT Senior Vice Precident,Organization,About Me,Networking | Leadership | Business Strategy,Tags Description,Public Speaking | Business Strategy | Innovation,Web Design | Technology Generator | Technology Advocate,Thump Down,Yes,No,Networking Opportunities,Influencers and Public Figures,,Organize a Local Trade Show,Increase International Trade,Cycling,Enhance Our Sporting Facilities,"Developed and implemented a cybersecurity strategy, safeguarding the company against potential cyber threats and ensuring data integrity.",Training Programs,Export/Import Businesses,Promote Sustainable Farming
First Name,Arnold,2023-12-02 0:00:00,General Motors Company,,Google,Product Manager,Commerce Chamber,,Networking | Career Advancement | Education & Training,Tags Description,Needs,Technology Generator | Accounting | Data Analytics,Single-Thumb Up,No,No,Advocacy and Public Policy,International Business Partners,About the Organization,Conduct Member Satisfaction Survey,Long Term Goal,Transport Companies,Join the Renewable Energy Movement,I was selected nationally for synchronized swimming in the 2016 Olympics.,Event Management,Shop Owners,Boost Local Music Industry
Dana,Ruiz,2023-12-06 0:00:00,Verizon Communications Inc.,,Social Network Logging,Data Scientist,Organization,,E-Commerce | Education & Training | Design & UX,Tags Description,Diversity & Inclusion | Mental Health | Fitness,Data Analytics | Soft Skills | Story Teller,Thumb Down,Yes,No,Membership Growth,Consumer Goods Manufacturers,,Run a Member Feature Spotlight Series,Cultivate Entrepreneurial Ecosystem,Foreign Chambers,Power Our Future Sustainably,"Successfully negotiated a major business deal, resulting in a strategic partnership that significantly expanded the company's market reach",Strategic Planning,Female Scientists,Preserve Cultural Landmarks
Paula,Gonzalez,2023-08-12 0:00:00,Procter & Gamble Co.,Aditionals,LinkedIn,Finance Manager,Commerce Chamber,,Interest,,Education & Training | Mentoring | Branding,UX Designer | Public Speaking | Education & Training,Rating,Yes,Human Coded (Manual Validation),Financial Management,International Business Partners,About the Organization,Create a Resource Library for Members,Advance Digital Literacy,Construction Companies,Sustain Independent Journalism,I contributed to the development of a cutting-edge medical device that improved patient outcomes and revolutionized the standard of care,Strategic Planning,Female Entrepreneurs,Improve Library Accessibility
Louis,Buckley,2023-12-10 0:00:00,Sony Corporation,,LinkedIn,Water Quality Scientist,Organization,About Me,AI & Machine Learning | Education | Mental Health,Tags Description,Research | Education & Training | Branding,Coaching | Technology Advocate | Science,Single-Thumb Up,No,Human Coded (Manual Validation),Collaboration with Local Businesses,Real Estate Developers,,Introduce a Young Entrepreneurs Program,Develop Senior Care Programs,Technology Partnerships,Build the Smart City of Tomorrow,"Successfully negotiated a major business deal, resulting in a strategic partnership that significantly expanded the company's market reach",Agricultural Tech,Tech Companies,Implement Water-Saving Practices
